display_name;;name;;birth_date;;death_date
Fröhlich, Roland, 1937-;;Fröhlich, Roland;;1937;;
Fuch, Josef, 1912-2005;;Fuch, Josef;;1912;;2005
Fuchs, Josef, 1912-2005;;Fuchs, Josef;;1912;;2005
Fuenzalida, Diego José, 1744-1803;;Fuenzalida, Diego José;;1744;;1803
Fukan, Fabian, 1565-1621;;Fukan, Fabian;;1565;;1621
Fulton, Robert, 1826-1895;;Fulton, Robert;;1826;;1895
Funes, Martin de, 1560-1611;;Funes, Martin de;;1560;;1611
Furtado, Francisco, 1587-1653;;Furtado, Francisco;;1587;;1653
Fúrlong Cárdiff, Guillermo, 1889-1974;;Fúrlong Cárdiff, Guillermo;;1889;;1974
Fáy, Dávid, 1722-1767;;Fáy, Dávid;;1722;;1767
Gabler, Mathias, 1736-1805;;Gabler, Mathias;;1736;;1805
Gache, Louis-Hippolyte, 1817-1907;;Gache, Louis-Hippolyte;;1817;;1907
Gagarin, Ivan (Jean-Xavier) , 1814-1882;;Gagarin, Ivan (Jean-Xavier) ;;1814;;1882
Gagarin, Ivan Sergeevich Gagarin, 1814-1882;;Gagarin, Ivan Sergeevich Gagarin;;1814;;1882
Gage, John, active 18th century;;Gage, John;;active 18th century;;
Gagliardi, Achille, 1537-1607;;Gagliardi, Achille;;1537;;1607
Gagliardi, Ludovico, 1543-1608;;Gagliardi, Ludovico;;1543;;1608
Gaillard, François Marie, 1853-1927;;Gaillard, François Marie;;1853;;1927
Gajšak, Marijan, 1944-1993;;Gajšak, Marijan;;1944;;1993
Galle, Cornelis, 1576-1650;;Galle, Cornelis;;1576;;1650
Galli, Mario von, 1904-1987;;Galli, Mario von;;1904;;1987
Galliardi, Achilles, 1537-1607;;Galliardi, Achilles;;1537;;1607
Galluzzi, Tarquinio, 1574-1649;;Galluzzi, Tarquinio;;1574;;1649
Galluzzi, Taruinio, 1573-1649;;Galluzzi, Taruinio;;1573;;1649
Gallwey, Peter, 1820-1906;;Gallwey, Peter;;1820;;1906
Gama, José Basílio da, 1740-1795;;Gama, José Basílio da;;1740;;1795
Gamans, Johannes, 1606-1684;;Gamans, Johannes;;1606;;1684
Gamper, Arnold, 1925-2007;;Gamper, Arnold;;1925;;2007
Ganne, Pierre, 1904-1979;;Ganne, Pierre;;1904;;1979
Garasse, François, 1584-1631;;Garasse, François;;1584;;1631
Garasse, François, 1584-1631;;Garasse, François;;1584;;1631
Garau, Francisco, 1640-1701;;Garau, Francisco;;1640;;1701
García de la Huerta, José;;García de la Huerta, José;;;;
García, Marcelino, 1939-;;García, Marcelino;;1939;;
Garnet, Henry, 1555-1606;;Garnet, Henry;;1555;;1606
Garnier, Charles, 1605-1649;;Garnier, Charles;;1605;;1649
Garnier, Charles, Saint, 1605-1649;;Garnier, Charles, Saint;;1605;;1649
Garrucci, Raffaele, 1812-1885;;Garrucci, Raffaele;;1812;;1885
Garzoni, Leonardo, 1543-1592;;Garzoni, Leonardo;;1543;;1592
Gasson, Thomas I., 1859-1930;;Gasson, Thomas I.;;1859;;1930
Gaubil, Antoine, 1689-1759;;Gaubil, Antoine;;1689;;1759
Gautrelet, François-Xavier, 1807-1886;;Gautrelet, François-Xavier;;1807;;1886
Gárate, Francisco, 1857-1929;;Gárate, Francisco;;1857;;1929
Gárate, Francisco, Saint, 1857-1929;;Gárate, Francisco, Saint;;1857;;1929
Gelineau, Joseph, 1920-2008;;Gelineau, Joseph;;1920;;2008
Gelpi, Donald L., 1934-2011;;Gelpi, Donald L.;;1934;;2011
Gengell, Georgius, 1657-1727;;Gengell, Georgius;;1657;;1727
Gerard, John, 1545-1612;;Gerard, John;;1545;;1612
Gerardinus, Jan, 1563-1606;;Gerardinus, Jan;;1563;;1606
Gerbillon, Jean-François, 1654-1707;;Gerbillon, Jean-François;;1654;;1707
Gerbillon, Jean-François, 1654-1707;;Gerbillon, Jean-François;;1654;;1707
Gerhartz, Johannes Günter, 1927-;;Gerhartz, Johannes Günter;;1927;;
Germain, Joseph-Louis, 1633-1722;;Germain, Joseph-Louis;;1633;;1722
Gessler, Emile, 1891-1958;;Gessler, Emile;;1891;;1958
Ghestin, Anatole, 1873-1961;;Ghestin, Anatole;;1873;;1961
Ghirlanda, Gianfranco, 1942-;;Ghirlanda, Gianfranco;;1942;;
Giacon, Carlo, 1900-1984;;Giacon, Carlo;;1900;;1984
Gianfranceschi, Giuseppe, 1875-1934;;Gianfranceschi, Giuseppe;;1875;;1934
Giannettasio, Niccolò Partenio, 1648-1715;;Giannettasio, Niccolò Partenio;;1648;;1715
Giannettasio, Nicolò Partenio, 1648-1715;;Giannettasio, Nicolò Partenio;;1648;;1715
Giannuzzi, Giuseppe, 1841-1915;;Giannuzzi, Giuseppe;;1841;;1915
Gibbons, Thomas, 1720-1785;;Gibbons, Thomas;;1720;;1785
Gil, Pere, 1551-1622;;Gil, Pere;;1551;;1622
Gilarso, Theo Gieles, 1932-2005;;Gilarso, Theo Gieles;;1932;;2005
Gilbert, Pierre, 1936-;;Gilbert, Pierre;;1936;;
Gilg, Adam, 1653-c.1709;;Gilg, Adam;;1653;;c.1709
Gilii, Filippo Salvatore, 1721-1789;;Gilii, Filippo Salvatore;;1721;;1789
Gillebert, Iohannes Carolus, 1644-1678;;Gillebert, Iohannes Carolus;;1644;;1678
Girard, Antoine, 1604-1679;;Girard, Antoine;;1604;;1679
Girard, Jean-Baptiste, 1680-1733;;Girard, Jean-Baptiste;;1680;;1733
Goetgebuer, William, 1587-1642;;Goetgebuer, William;;1587;;1642
Goethals, Paul, 1832-1901;;Goethals, Paul;;1832;;1901
Goicoechea, Ignacio Errandonea, 1886-1970;;Goicoechea, Ignacio Errandonea;;1886;;1970
Gollet, Jean-Alexis de, 1666-1741;;Gollet, Jean-Alexis de;;1666;;1741
Gomes, João Pereira, 1917-2002;;Gomes, João Pereira;;1917;;2002
Gonnet, Dominique, 1950-;;Gonnet, Dominique;;1950;;
Gonnet, Joseph, 1815-1895;;Gonnet, Joseph;;1815;;1895
Gonzaga, Ferrante, 1507-1557;;Gonzaga, Ferrante;;1507;;1557
Gonzaga, Luigi, Saint, 1568-1591;;Gonzaga, Luigi, Saint;;1568;;1591
González de Santa Cruz, Roque, Saint, 1576-1628;;González de Santa Cruz, Roque, Saint;;1576;;1628
González de Santalla, Tirso, 1624-1705;;González de Santalla, Tirso;;1624;;1705
González Faus, José Ignacio, 1933-;;González Faus, José Ignacio;;1933;;
González de Santalla, Tirso, 1624-1705;;González de Santalla, Tirso;;1624;;1705
González Faus, José Ignacio, 1933-;;González Faus, José Ignacio;;1933;;
González Holguín, Diego, 1560-c.1620;;González Holguín, Diego;;1560;;c.1620
González Holguín, Diego, b.1552;;González Holguín, Diego;;b.1552;;
González, Ignacio Iglesias, 1925-2009;;González, Ignacio Iglesias;;1925;;2009
Gonçalves, Sebastião, c.1555-1619;;Gonçalves, Sebastião;;c.1555;;1619
Good, William, 1527-1586;;Good, William;;1527;;1586
Gorospe, Vitaliano;;Gorospe, Vitaliano;;;;
Goto, John Soan de, Saint, 1578-1597;;Goto, John Soan de, Saint;;1578;;1597
Gouda, Joannes van, 1571-1630;;Gouda, Joannes van;;1571;;1630
Gouin, Pierre, 1917-2005;;Gouin, Pierre;;1917;;2005
Goupil, René, c.1607-1642;;Goupil, René;;c.1607;;1642
Goupil, René, c.1607-1642;;Goupil, René;;c.1607;;1642
Gourdon, François Marie Joseph, c.1840-c.1930;;Gourdon, François Marie Joseph;;c.1840;;c.1930
Gouvea, António de, 1592-1677;;Gouvea, António de;;1592;;1677
Gouveia, Francisco Velasco de, 1580-1659;;Gouveia, Francisco Velasco de;;1580;;1659
Gouye, Thomas, 1650-1725;;Gouye, Thomas;;1650;;1725
Góis, Bento de, 1562-1607;;Góis, Bento de;;1562;;1607
Gómez Caffarena, José, 1925-2013;;Gómez Caffarena, José;;1925;;2013
Gómez, Pedro, 1533-1600;;Gómez, Pedro;;1533;;1600
Gracián y Morales, Baltasar, 1601-1658;;Gracián y Morales, Baltasar;;1601;;1658
Gracián y Morales, Baltasar, 1601-1658;;Gracián y Morales, Baltasar;;1601;;1658
Gracián, Baltasar, 1601-1658;;Gracián, Baltasar;;1601;;1658
Grande, Rutilio, 1928-1977;;Grande, Rutilio;;1928;;1977
Grandmaison, Léonce de, 1868-1927;;Grandmaison, Léonce de;;1868;;1927
Gras, Peter, 1555-1613;;Gras, Peter;;1555;;1613
Grassi, Giovanni, 1775-1849;;Grassi, Giovanni;;1775;;1849
Grassi, Orazio, 1583-1654;;Grassi, Orazio;;1583;;1654
Grassi, Orazio, 1589-1654;;Grassi, Orazio;;1589;;1654
Grau, Joseph A., 1945-;;Grau, Joseph A.;;1945;;
Gravier, Jacques, 1651-1708;;Gravier, Jacques;;1651;;1708
Gray, Howard, 1949-;;Gray, Howard;;1949;;
Greeve, Henri de, 1892-1974;;Greeve, Henri de;;1892;;1974
Grenier, Origène, 1913-2011;;Grenier, Origène;;1913;;2011
Gresset, Jean Baptiste Louis, 1709-1777;;Gresset, Jean Baptiste Louis;;1709;;1777
Gretser, Jakob, 1562-1625;;Gretser, Jakob;;1562;;1625
Grienberger, Christoph, 1561-1636;;Grienberger, Christoph;;1561;;1636
Grillmeier, Alois, 1910-1998;;Grillmeier, Alois;;1910;;1998
Grimaldi, Claudio Filippo, 1638-1712;;Grimaldi, Claudio Filippo;;1638;;1712
Grimaldi, Francesco Maria, 1618-1663;;Grimaldi, Francesco Maria;;1618;;1663
Grisar, Hartmann, 1845-1932;;Grisar, Hartmann;;1845;;1932
Grodziecki, Melchior, Saint, c.1582-1619;;Grodziecki, Melchior, Saint;;c.1582;;1619
Grou, Jean Nicolas, 1731-1803;;Grou, Jean Nicolas;;1731;;1803
Gruber, Gabriel, 1740-1805;;Gruber, Gabriel;;1740;;1805
Guerra, Joaquim, 1908-1993;;Guerra, Joaquim;;1908;;1993
Guerreiro, Bartolomeu, 1564-1642;;Guerreiro, Bartolomeu;;1564;;1642
Guerrieri, Francesco, 1560-1629;;Guerrieri, Francesco;;1560;;1629
Guevara y Basoazábal, Andrés de, 1748-1801;;Guevara y Basoazábal, Andrés de;;1748;;1801
Guevara, José de, 1719-1808;;Guevara, José de;;1719;;1808
Guibert, Joseph de, 1877-1942;;Guibert, Joseph de;;1877;;1942
Guillier, Denys, 1578-1646;;Guillier, Denys;;1578;;1646
Guilloré, François, 1615-1684;;Guilloré, François;;1615;;1684
Guillén, Clemente, 1677-1748;;Guillén, Clemente;;1677;;1748
Guldin, Paul, 1577-1643;;Guldin, Paul;;1577;;1643
Gumilla, Joseph, 1686-1750;;Gumilla, Joseph;;1686;;1750
Gumilla, Joseph, d.1750;;Gumilla, Joseph;;;;d.1750
Gumpel, Peter, 1923-;;Gumpel, Peter;;1923;;
Gumppenberg, Wilhelm, 1609-1675;;Gumppenberg, Wilhelm;;1609;;1675
Gundlach, Gustav, 1892-1963;;Gundlach, Gustav;;1892;;1963
Gurgacz, Władysław, 1914-1949;;Gurgacz, Władysław;;1914;;1949
Gury, Jean Pierre, 1801-1866;;Gury, Jean Pierre;;1801;;1866
Gusmão, Alexandre de, 1695-1753;;Gusmão, Alexandre de;;1695;;1753
Gutiérrez, Fernando G., 1928-;;Gutiérrez, Fernando G.;;1928;;
Gutsman, Ožbald, 1727-1790;;Gutsman, Ožbald;;1727;;1790
Guzman, Luis de, 1544-1605;;Guzman, Luis de;;1544;;1605
Guérin, Guilbert, 1926-2003;;Guérin, Guilbert;;1926;;2003
Gárate, Francisco, 1857-1929;;Gárate, Francisco;;1857;;1929
Góis, Bento de, 1562-1607;;Góis, Bento de;;1562;;1607
Góis, Estevão de, 1526-1588;;Góis, Estevão de;;1526;;1588
Góis, Manuel de, 1545-1597;;Góis, Manuel de;;1545;;1597
Góis, Manuel de, 1547-1599;;Góis, Manuel de;;1547;;1599
Gómez Caffarena, José, 1925-;;Gómez Caffarena, José;;1925;;
Gómez, Pedro, 1535-1600;;Gómez, Pedro;;1535;;1600
Haas, Adolf, 1914-1982;;Haas, Adolf;;1914;;1982
Habdelić, Juraj, 1609-1678;;Habdelić, Juraj;;1609;;1678
Hackett, William Philip, 1878-1954;;Hackett, William Philip;;1878;;1954
Haeffner, Gerd, 1941-;;Haeffner, Gerd;;1941;;
Haes, René de, 1933-2005;;Haes, René de;;1933;;2005
Haight, Roger, 1936-;;Haight, Roger;;1936;;
Haimhausen, Karl von, 1692-1767;;Haimhausen, Karl von;;1692;;1767
Haller, Franjo Ksaverski, 1716-1755;;Haller, Franjo Ksaverski;;1716;;1755
Haller, Richard, 1551-1612;;Haller, Richard;;1551;;1612
Hallerstein, Augustin, 1703-1774;;Hallerstein, Augustin;;1703;;1774
Hambye, S.J., Edouard, d. 7th Sep. 1990;;Hambye, S.J., Edouard;;;;d. 7th Sep. 1990
Hancko, Benedikt, 1915-1975;;Hancko, Benedikt;;1915;;1975
Hanxledon, John Ernest, 1681-1732;;Hanxledon, John Ernest;;1681;;1732
Hardon, John, 1914-2000;;Hardon, John;;1914;;2000
Hardouin, Jean, 1646-1729;;Hardouin, Jean;;1646;;1729
Harrington, Daniel J., 1940-2014;;Harrington, Daniel J.;;1940;;2014
Hartoko, Dick, 1922-;;Hartoko, Dick;;1922;;
Harvey, Julien, 1923-1998;;Harvey, Julien;;1923;;1998
Hastreither, Wolfgang, 1736-1800;;Hastreither, Wolfgang;;1736;;1800
Hausmann, Carl, 1898-1945;;Hausmann, Carl;;1898;;1945
Havestadt, Bernhard, 1714-1781;;Havestadt, Bernhard;;1714;;1781
Hawkins, Henry, c.1571-1646;;Hawkins, Henry;;c.1571;;1646
Hazart, Cornelius, 1617-1690;;Hazart, Cornelius;;1617;;1690
Healy, Patrick Francis, 1830-1910;;Healy, Patrick Francis;;1830;;1910
Hebga, Meinrad, 1928-2008;;Hebga, Meinrad;;1928;;2008
Hees, Nico van, 1915-2002;;Hees, Nico van;;1915;;2002
Heidelberger, Georg, 1621-1683;;Heidelberger, Georg;;1621;;1683
Helfenzrieder, Johann Evangelist, 1724-1803;;Helfenzrieder, Johann Evangelist;;1724;;1803
Hell, Miksa, 1720-1792;;Hell, Miksa;;1720;;1792
Hencxthoven, Emile van, 1852-1906;;Hencxthoven, Emile van;;1852;;1906
Hennaux, Jean-Marie, active 20th-21st century;;Hennaux, Jean-Marie;;active 20th-21st century;;
Hennessy, James, 1926-;;Hennessy, James;;1926;;
Henrici, Peter, 1928-;;Henrici, Peter;;1928;;
Henriot, Peter, active 20th-21st century;;Henriot, Peter;;active 20th-21st century;;
Henriques, Francisco;;Henriques, Francisco;;;;
Henriques, Henrique, 1520-1600;;Henriques, Henrique;;1520;;1600
Henrìquez, Enrique, 1536-1608;;Henrìquez, Enrique;;1536;;1608
Henschen, Godfrey, 1601-1681;;Henschen, Godfrey;;1601;;1681
Heras, Henry, 1888-1955;;Heras, Henry;;1888;;1955
Hercsik, Donath, 1965-2010;;Hercsik, Donath;;1965;;2010
Herdtrich, Christian, 1624-1684;;Herdtrich, Christian;;1624;;1684
Hernández, Pablo, 1852-1921;;Hernández, Pablo;;1852;;1921
Hertel, François, 1905-1985;;Hertel, François;;1905;;1985
Hervás, Lorenzo, 1735-1809;;Hervás, Lorenzo;;1735;;1809
Hervás, Lorenzo, 1735-1809;;Hervás, Lorenzo;;1735;;1809
Hevelius, Johannes, 1611-1687;;Hevelius, Johannes;;1611;;1687
Hevenesi, Gabriel, 1656-1715;;Hevenesi, Gabriel;;1656;;1715
Heywood, Jasper, 1535-1598;;Heywood, Jasper;;1535;;1598
Hillengass, Eugen, 1930-;;Hillengass, Eugen;;1930;;
Hinderer, Romain, 1668-1744;;Hinderer, Romain;;1668;;1744
Hirschmann, Johannes, 1908-1981;;Hirschmann, Johannes;;1908;;1981
Hitos, Francisco A.;;Hitos, Francisco A.;;;;
Hoffaeus, Paul, 1530-1608;;Hoffaeus, Paul;;1530;;1608
Holc, Mikołaj, 1907-1944;;Holc, Mikołaj;;1907;;1944
Hollenbach, David, 1942-;;Hollenbach, David;;1942;;
Holt, T. Geoffrey, 1912-2009;;Holt, T. Geoffrey;;1912;;2009
Holywood, Christopher, 1559-1626;;Holywood, Christopher;;1559;;1626
Hopkins, Gerard Manley, 1844-1889;;Hopkins, Gerard Manley;;1844;;1889
Hornung, Peter, 1920-2006;;Hornung, Peter;;1920;;2006
Horrmann, Maksimilijan, 1860-1943;;Horrmann, Maksimilijan;;1860;;1943
Horváth, Árpád, active 21st century;;Horváth, Árpád;;active 21st century;;
Hosschius, Sidronius, 1596-1653;;Hosschius, Sidronius;;1596;;1653
Hoste, Paul, 1652-1700;;Hoste, Paul;;1652;;1700
Houdry, Vincent, 1631-1729;;Houdry, Vincent;;1631;;1729
Hoyos, Bernardo Francisco de, 1711-1735;;Hoyos, Bernardo Francisco de;;1711;;1735
Hoyos, Fernando, 1943-1982;;Hoyos, Fernando;;1943;;1982
Huby, Vincent, 1608-1693;;Huby, Vincent;;1608;;1693
Huet, Pierre Daniel, 1630-1721;;Huet, Pierre Daniel;;1630;;1721
Hughes, Thomas;;Hughes, Thomas;;;;
Hugo, Herman, 1588-1629;;Hugo, Herman;;1588;;1629
Huidobro, Fernando, 1903-1937;;Huidobro, Fernando;;1903;;1937
Huijbers, Bernard, 1922-2003;;Huijbers, Bernard;;1922;;2003
Humbert, John;;Humbert, John;;;;
Hurley, Michael, 1923-2011;;Hurley, Michael;;1923;;2011
Hurtado Cruchaga, Alberto, Saint, 1901-1952;;Hurtado Cruchaga, Alberto, Saint;;1901;;1952
Hurtado de Mendoza, Pedro, 1578-1651;;Hurtado de Mendoza, Pedro;;1578;;1651
Husslein, Joseph, 1873-1952;;Husslein, Joseph;;1873;;1952
Huyssens, Pieter, 1577-1637;;Huyssens, Pieter;;1577;;1637
Ibisate, Francisco Javier, 1930-;;Ibisate, Francisco Javier;;1930;;
Iglesias, Ignacio, 1925-2009;;Iglesias, Ignacio;;1925;;2009
Ignatius, of Loyola, Saint, 1491-1556;;Ignatius, of Loyola, Saint;;1491;;1556
Ignatius, of Loyola, Saint, c.1491-1556;;Ignatius, of Loyola, Saint;;c.1491;;1556
Ilgit, Antuan, 1972-;;Ilgit, Antuan;;1972;;
Inchofer, Melchior, c.1585-1648;;Inchofer, Melchior;;c.1585;;1648
Intorcetta, Prospero, 1626-1696;;Intorcetta, Prospero;;1626;;1696
Iparraguirre, Ignacio, 1911-1973;;Iparraguirre, Ignacio;;1911;;1973
Irazabal, Juan Antonio, 1939-2012;;Irazabal, Juan Antonio;;1939;;2012
Isla, José Francisco de, 1703-1781;;Isla, José Francisco de;;1703;;1781
Isla, José Francisco de, 1703-1781;;Isla, José Francisco de;;1703;;1781
István, Pongrácz, 1582-1619;;István, Pongrácz;;1582;;1619
Iturriaga, Manuel Mariano de, 1728-1819;;Iturriaga, Manuel Mariano de;;1728;;1819
Izuzquiza Herranz, José María, 1925-2011;;Izuzquiza Herranz, José María;;1925;;2011
Jackson, Paul, 1937-;;Jackson, Paul;;1937;;
Jacobs, Tom, 1929-2008;;Jacobs, Tom;;1929;;2008
Jacquinot de Besange, Robert, 1878-1946;;Jacquinot de Besange, Robert;;1878;;1946
Jallics, Franz, 1927-;;Jallics, Franz;;1927;;
Janning, Coenraad, 1650-1723;;Janning, Coenraad;;1650;;1723
Janssens, Jean-Baptiste, 1889-1964;;Janssens, Jean-Baptiste;;1889;;1964
Jarque, Francisco, 1609-1691;;Jarque, Francisco;;1609;;1691
Jarrige, Pierre, 1605-1670;;Jarrige, Pierre;;1605;;1670
Jartoux, Pierre, 1669-1720;;Jartoux, Pierre;;1669;;1720
Jaszlinky, Andreas, 1715-1784;;Jaszlinky, Andreas;;1715;;1784
Javier, Jerónimo, 1549-1617;;Javier, Jerónimo;;1549;;1617
Javier, Jerónimo, 1549-1617;;Javier, Jerónimo;;1549;;1617
Javorka, Vendelín, 1882-1966;;Javorka, Vendelín;;1882;;1966
Jay, Claude, c.1504-1552;;Jay, Claude;;c.1504;;1552
Jeningen, Philipp, 1642-1704;;Jeningen, Philipp;;1642;;1704
Jennesseau, Pierre, 1804-1884;;Jennesseau, Pierre;;1804;;1884
Jerez, César, 1936-1991;;Jerez, César;;1936;;1991
Jerphanion, Guillaume de, 1877-1948;;Jerphanion, Guillaume de;;1877;;1948
Jin, Luxian, 1916-2013;;Jin, Luxian;;1916;;2013
Jogues, Isaac, Saint, 1607-1646;;Jogues, Isaac, Saint;;1607;;1646
Johanns, Pierre, 1882-1955;;Johanns, Pierre;;1882;;1955
Johnston, William, 1925-2010;;Johnston, William;;1925;;2010
Jones, Arthur, 1838-1918;;Jones, Arthur;;1838;;1918
Joset, Camille, 1912-1992;;Joset, Camille;;1912;;1992
Jouvency, Joseph de, 1643-1719;;Jouvency, Joseph de;;1643;;1719
Judge, William, 1850-1899;;Judge, William;;1850;;1899
Julián, Antonio, 1722-1790;;Julián, Antonio;;1722;;1790
Jungmann, Josef Andreas, 1889-1975;;Jungmann, Josef Andreas;;1889;;1975
Jurkowski, Michał, 1682-1758;;Jurkowski, Michał;;1682;;1758
Justicia, José de la;;Justicia, José de la;;;;
Jálics, Ferenc, 1927-;;Jálics, Ferenc;;1927;;
Kajpr, Adolf, 1902-1959;;Kajpr, Adolf;;1902;;1959
Kall, Adam, 1657-1702;;Kall, Adam;;1657;;1702
Kamel, Georg Joseph, 1661-1706;;Kamel, Georg Joseph;;1661;;1706
Kanizius, Petrus;;Kanizius, Petrus;;;;
Kaprinai, István, 1714-1785;;Kaprinai, István;;1714;;1785
Karrer, Otto, 1888-1976;;Karrer, Otto;;1888;;1976
Kašić, Bartol, 1575-1650;;Kašić, Bartol;;1575;;1650
Kaufmann, Ludwig, 1918-1991;;Kaufmann, Ludwig;;1918;;1991
Kaľata, Dominik, 1925-;;Kaľata, Dominik;;1925;;
Kašić, Bartol, 1575-1650;;Kašić, Bartol;;1575;;1650
Kecskeméthy, János, 1633-1713;;Kecskeméthy, János;;1633;;1713
Keenan, James F., 1953-;;Keenan, James F.;;1953;;
Kehl, Medard, 1942-;;Kehl, Medard;;1942;;
Kelley, Aloysius P., 1929-;;Kelley, Aloysius P.;;1929;;
Kelly, Michael, 1953-;;Kelly, Michael;;1953;;
Kennedy, Thomas Frank, 1948-2016;;Kennedy, Thomas Frank;;1948;;2016
Kenney, Peter, 1779-1841;;Kenney, Peter;;1779;;1841
Keynes, George, 1630-1659;;Keynes, George;;1630;;1659
Khalil Samir, Samir, 1938-;;Khalil Samir, Samir;;1938;;
Kiechle, Stefan, 1960-;;Kiechle, Stefan;;1960;;
Kiely, Benedict, 1919-2007;;Kiely, Benedict;;1919;;2007
Kilmartin, Edward J., 1923-1994;;Kilmartin, Edward J.;;1923;;1994
King, William M., 1928-;;King, William M.;;1928;;
Kino, Eusebio Francisco, 1644-1711;;Kino, Eusebio Francisco;;1644;;1711
Kipp, Gerhard, 1862-1903;;Kipp, Gerhard;;1862;;1903
Kircher, Athanasius, 1602-1680;;Kircher, Athanasius;;1602;;1680
Kircher, Heinrich, 1608-1676;;Kircher, Heinrich;;1608;;1676
Kirwitzer, Venceslaus Pantaleon, c.1588-1626;;Kirwitzer, Venceslaus Pantaleon;;c.1588;;1626
Kirwitzer, Wenceslas Pantaleon, 1588-1626;;Kirwitzer, Wenceslas Pantaleon;;1588;;1626
Kisai, James, Saint, 1533-1597;;Kisai, James, Saint;;1533;;1597
Kiss, Ulrich, active 20th-21st century;;Kiss, Ulrich;;active 20th-21st century;;
Klein, Alfons, 1929-;;Klein, Alfons;;1929;;
Klein, Anton, 1746-1810;;Klein, Anton;;1746;;1810
Klein, Wilhelm, 1889-1996;;Klein, Wilhelm;;1889;;1996
Klestinec, Vladimir, 1923-2003;;Klestinec, Vladimir;;1923;;2003
Kleutgen, Joseph, 1811-1883;;Kleutgen, Joseph;;1811;;1883
Kluiters, Nicolas, 1940-1985;;Kluiters, Nicolas;;1940;;1985
Knoll, Wayne, 1933-;;Knoll, Wayne;;1933;;
Koborczuk, Lew, 1919-1944;;Koborczuk, Lew;;1919;;1944
Kochanski, Adam, 1631-1700;;Kochanski, Adam;;1631;;1700
Kochański, Adam Adamandy, 1631-1700;;Kochański, Adam Adamandy;;1631;;1700
Koffler, Andreas Wolfgang, 1612-1651;;Koffler, Andreas Wolfgang;;1612;;1651
Kohlmann, Anthony, 1771-1836;;Kohlmann, Anthony;;1771;;1836
Kolvenbach, Peter Hans, 1928-2016;;Kolvenbach, Peter Hans;;1928;;2016
Kolvenbach, Peter-Hans, 1928-;;Kolvenbach, Peter-Hans;;1928;;
Kolvenbach, Peter-Hans, 1928-2016;;Kolvenbach, Peter-Hans;;1928;;2016
Konšćak, Ferdinand, 1703-1759;;Konšćak, Ferdinand;;1703;;1759
Koprowski, Andrzej, 1940-;;Koprowski, Andrzej;;1940;;
Korta, José Maria, 1929-2013;;Korta, José Maria;;1929;;2013
Kostka, Stanisław, 1550-1568;;Kostka, Stanisław;;1550;;1568
Kostka, Stanisław, Saint, 1550-1568;;Kostka, Stanisław, Saint;;1550;;1568
Kozlowieckis, Adam, 1911-2007;;Kozlowieckis, Adam;;1911;;2007
Kozłowiecki, Adam, 1911-2007;;Kozłowiecki, Adam;;1911;;2007
Kögler, Ignaz, 1680-1746;;Kögler, Ignaz;;1680;;1746
Kranewitter, Aloysius, 1817-1880;;Kranewitter, Aloysius;;1817;;1880
Krapka, Emil, 1925-;;Krapka, Emil;;1925;;
Krasnodębski, Adamus Quirinus, 1628-1702;;Krasnodębski, Adamus Quirinus;;1628;;1702
Kraus, Jan, active 1698-1714;;Kraus, Jan;;active 1698;;1714
Kraus, Johann, 1649-1732;;Kraus, Johann;;1649;;1732
Kraus, Joseph, 1732-1811;;Kraus, Joseph;;1732;;1811
Kreihing, Johannes, 1595-1670;;Kreihing, Johannes;;1595;;1670
Kresa, Jakub, 1648-1715;;Kresa, Jakub;;1648;;1715
Kritzraedt, Jacob, 1602-1672;;Kritzraedt, Jacob;;1602;;1672
Kropf, Franz Xaver, 1691-1746;;Kropf, Franz Xaver;;1691;;1746
Krose, Hermann Anton, 1867-1949;;Krose, Hermann Anton;;1867;;1949
Kubacki, Zbigniew, 1962-;;Kubacki, Zbigniew;;1962;;
Kunz, Erhard, 1934-;;Kunz, Erhard;;1934;;
Kurz, Paul Konrad, 1927-2005;;Kurz, Paul Konrad;;1927;;2005
Kéchichian, Isaac, 1917-2005;;Kéchichian, Isaac;;1917;;2005
Kögler, Ignaz, 1680-1746;;Kögler, Ignaz;;1680;;1746
Körner, Felix, 1963-;;Körner, Felix;;1963;;
Křstitel, Jan, 1655-1702;;Křstitel, Jan;;1655;;1702
L'Heureux, Jean, 1540-1614;;L'Heureux, Jean;;1540;;1614
La Bastida, Hernando de, 1571-1637;;La Bastida, Hernando de;;1571;;1637
La Brosse, Jean Baptiste de, 1724-1782;;La Brosse, Jean Baptiste de;;1724;;1782
La Broüe, Claude, c.1612-1651;;La Broüe, Claude;;c.1612;;1651
La Chaise, François d'Aix de, 1624-1709;;La Chaise, François d'Aix de;;1624;;1709
La Colombière, Claude de, Saint, 1641-1682;;La Colombière, Claude de, Saint;;1641;;1682
La Colombière, Claude, Saint, 1641-1682;;La Colombière, Claude, Saint;;1641;;1682
La Colombière, Claude de, Saint, 1641-1682;;La Colombière, Claude de, Saint;;1641;;1682
La Colombière, Claude, Saint, 1641-1682;;La Colombière, Claude, Saint;;1641;;1682
La Farge, John, 1880-1963;;La Farge, John;;1880;;1963
La Mousse, Jean de, 1650-1699;;La Mousse, Jean de;;1650;;1699
La Rue, Charles de, 1643-1725;;La Rue, Charles de;;1643;;1725
La Taille, Maurice de, 1872-1933;;La Taille, Maurice de;;1872;;1933
Labadie, Jean de, 1610-1674;;Labadie, Jean de;;1610;;1674
