display_name;;name;;birth_date;;death_date
Nieremberg, Juan Eusebio, 1595-1658;;Nieremberg, Juan Eusebio;;1595;;1658
Niess, Johann, 1584-1634;;Niess, Johann;;1584;;1634
Nieuwhof, Jan, 1909-1984;;Nieuwhof, Jan;;1909;;1984
Nigido, Placido, c.1570-1640;;Nigido, Placido;;c.1570;;1640
Nithard, Juan Everardo, 1607-1681;;Nithard, Juan Everardo;;1607;;1681
Nobili, John, 1812-1856;;Nobili, John;;1812;;1856
Nobili, Robert de, 1577-1656;;Nobili, Robert de;;1577;;1656
Nobili, Roberto de', 1577-1656;;Nobili, Roberto de';;1577;;1656
Nobili, Roberto de, 1577-1656;;Nobili, Roberto de;;1577;;1656
Noceti, Carlo, 1694-1741;;Noceti, Carlo;;1694;;1741
Noel, François, 1651-1729;;Noel, François;;1651;;1729
Noghera, Giovanni Battista, 1719-1784;;Noghera, Giovanni Battista;;1719;;1784
Noppel, Constantin, 1883-1945;;Noppel, Constantin;;1883;;1945
Nouet, Jacques, 1605-1680;;Nouet, Jacques;;1605;;1680
Noël, Étienne, 1581-1659;;Noël, Étienne;;1581;;1659
Nóbrega, Manuel da, 1517-1570;;Nóbrega, Manuel da;;1517;;1570
Nuix, Juan, 1740-1783;;Nuix, Juan;;1740;;1783
Núñez de Miranda, Antonio, 1618-1695;;Núñez de Miranda, Antonio;;1618;;1695
Nádasi, János, 1614-1679;;Nádasi, János;;1614;;1679
Nóbrega, Manuel da, 1517-1570;;Nóbrega, Manuel da;;1517;;1570
Núñez de Miranda, Antonio, 1618-1695;;Núñez de Miranda, Antonio;;1618;;1695
O'Callahan, Joseph Timothy, 1905-1964;;O'Callahan, Joseph Timothy;;1905;;1964
O'Collins, Gerald, 1931-;;O'Collins, Gerald;;1931;;
O'Collins, Gerald, 1932-;;O'Collins, Gerald;;1932;;
O'Connell, Dennis, 1849-1927;;O'Connell, Dennis;;1849;;1927
O'Connell, Robert J., 1925-1999;;O'Connell, Robert J.;;1925;;1999
O'Keefe, Martin D., 1935-2010;;O'Keefe, Martin D.;;1935;;2010
O'Keefe, Vincent T., 1920-2012;;O'Keefe, Vincent T.;;1920;;2012
O'Malley, John W., 1927-;;O'Malley, John W.;;1927;;
O'Malley, John, 1926-;;O'Malley, John;;1926;;
O'Neill, Charles E., 1927-2009;;O'Neill, Charles E.;;1927;;2009
Oakes, Edward T., 1948-2013;;Oakes, Edward T.;;1948;;2013
Och, Joseph, 1725-1773;;Och, Joseph;;1725;;1773
Ochoa, Juan, 1966-;;Ochoa, Juan;;1966;;
Ogilvie, John, 1578 or 1579-1615;;Ogilvie, John;;1578 or 1579;;1615
Ogilvie, John, Saint, 1578 or 1579-1615;;Ogilvie, John, Saint;;1578 or 1579;;1615
Ohryzko, Piotr, 1891-1939;;Ohryzko, Piotr;;1891;;1939
Oldcorne, Edward, 1561-1606;;Oldcorne, Edward;;1561;;1606
Oliva, Francisco de Paula, 1928-;;Oliva, Francisco de Paula;;1928;;
Oliva, Joan, active 1580-1615;;Oliva, Joan;;active 1580;;1615
Oliva, John Paul, 1600-1681;;Oliva, John Paul;;1600;;1681
Olivares D'Angelo, Estanislao, 1924-2012;;Olivares D'Angelo, Estanislao;;1924;;2012
Oliveira, Alberto de, 1832-1897;;Oliveira, Alberto de;;1832;;1897
Ong, Walter J., 1912-2003;;Ong, Walter J.;;1912;;2003
Ong, Walter, 1912-2003;;Ong, Walter;;1912;;2003
Oort, Joop, 1920-2009;;Oort, Joop;;1920;;2009
Oostayen, Henri van, 1906-1945;;Oostayen, Henri van;;1906;;1945
Oosterhuis, Huub, 1933-;;Oosterhuis, Huub;;1933;;
Opiela, Stanisław, 1938-;;Opiela, Stanisław;;1938;;
Orban, Ferdinand, 1655-1732;;Orban, Ferdinand;;1655;;1732
Orbe, Valentín Antonio, 1917-2003;;Orbe, Valentín Antonio;;1917;;2003
Oreglia, Giuseppe, 1823-1895;;Oreglia, Giuseppe;;1823;;1895
Orlandini, Niccolò, 1553-1606;;Orlandini, Niccolò;;1553;;1606
Orlando, Franjo Ksaver, 1723-1784;;Orlando, Franjo Ksaver;;1723;;1784
Orléans, Pierre Joseph d', 1641-1698;;Orléans, Pierre Joseph d';;1641;;1698
Orsy, Ladislas M., 1921-;;Orsy, Ladislas M.;;1921;;
Ortolani, Benito, active 20th-21st century;;Ortolani, Benito;;active 20th-21st century;;
Ottonelli, Giovanni Domenico, 1584-1670;;Ottonelli, Giovanni Domenico;;1584;;1670
Ovalle, Alonso de, 1601-1651;;Ovalle, Alonso de;;1601;;1651
Overberg, Theodore, active in 20th century;;Overberg, Theodore;;active in 20th century;;
Oviedo, Andrés, 1518-1580;;Oviedo, Andrés;;1518;;1580
Oviedo, Juan Antonio, 1670-1757;;Oviedo, Juan Antonio;;1670;;1757
Owen, Nicholas, Saint, d.1606;;Owen, Nicholas, Saint;;;;d.1606
O’Brien, Bernard, 1907-1982;;O’Brien, Bernard;;1907;;1982
O’Malley, John W., 1927-;;O’Malley, John W.;;1927;;
Paccanari, Niccolò, 1773-1811;;Paccanari, Niccolò;;1773;;1811
Padberg, John W., 1927-;;Padberg, John W.;;1927;;
Pakot, Géza, 1968-;;Pakot, Géza;;1968;;
Palatre, Gabriel, 1830-1878;;Palatre, Gabriel;;1830;;1878
Palavicino Villarasa, Francisco Xavier, after 1703;;Palavicino Villarasa, Francisco Xavier;;after 1703;;
Pallas, Gerónymo, 1594-1670;;Pallas, Gerónymo;;1594;;1670
Pallavicino, Pietro Sforza, 1607-1667;;Pallavicino, Pietro Sforza;;1607;;1667
Palmeiro, André, 1569-1635;;Palmeiro, André;;1569;;1635
Palmeiro, André, 1569-1635;;Palmeiro, André;;1569;;1635
Palmio, Benedetto, 1523-1598;;Palmio, Benedetto;;1523;;1598
Paluzzi, Carlo Galassi, b.1893;;Paluzzi, Carlo Galassi;;b.1893;;
Pantoja, Diego de, 1571-1618;;Pantoja, Diego de;;1571;;1618
Panzi, Giuseppe, 1734-1812;;Panzi, Giuseppe;;1734;;1812
Papenbroeck, Daniel von, 1628-1714;;Papenbroeck, Daniel von;;1628;;1714
Paradiso, Onofrio, 1704-1761;;Paradiso, Onofrio;;1704;;1761
Paramelle, Joseph, 1925-2011;;Paramelle, Joseph;;1925;;2011
Pardies, Gaston-Ignace, 1636-1673;;Pardies, Gaston-Ignace;;1636;;1673
Pardo Barrera, Manuel, 1877-1906;;Pardo Barrera, Manuel;;1877;;1906
Paredes, Ignacio de, b.1703;;Paredes, Ignacio de;;b.1703;;
Parrenin, Dominique, 1665-1741;;Parrenin, Dominique;;1665;;1741
Parrenõ, José Julian, 1728-1785;;Parrenõ, José Julian;;1728;;1785
Parsons, Robert, 1546-1610;;Parsons, Robert;;1546;;1610
Parsons, Wilfrid, 1887-1958;;Parsons, Wilfrid;;1887;;1958
Pasio, Francesco, 1554-1612;;Pasio, Francesco;;1554;;1612
Passaglia, Carlo, 1812-1887;;Passaglia, Carlo;;1812;;1887
Paulin, François, 1666-1744;;Paulin, François;;1666;;1744
Pázmány, Péter, 1570-1637;;Pázmány, Péter;;1570;;1637
Peeters, Paul, 1870-1950;;Peeters, Paul;;1870;;1950
Peischer, Bernhard, 1738-1794;;Peischer, Bernhard;;1738;;1794
Pelecyus, Johannes, 1545-1623;;Pelecyus, Johannes;;1545;;1623
Pelleprat, Pierre, 1606-1667;;Pelleprat, Pierre;;1606;;1667
Pemán, José María, 1897-1881;;Pemán, José María;;1897;;1881
Penaranda, Alphonso de, 1834-1896;;Penaranda, Alphonso de;;1834;;1896
Penders, Constant, active 20th century;;Penders, Constant;;active 20th century;;
Penning de Vries, Piet, 1928-1995;;Penning de Vries, Piet;;1928;;1995
Peramás, José Manuel, 1732-1795;;Peramás, José Manuel;;1732;;1795
Perani, Claudio, 1932-2008;;Perani, Claudio;;1932;;2008
Pereira, Bento, 1605-1681;;Pereira, Bento;;1605;;1681
Pereira, Manuel, 1575-1633;;Pereira, Manuel;;1575;;1633
Pereira, Tomas, 1645-1708;;Pereira, Tomas;;1645;;1708
Pereira, Tomás, 1645-1708;;Pereira, Tomás;;1645;;1708
Pereira, Tomás, 1645-1708;;Pereira, Tomás;;1645;;1708
Perera, Benet, 1535-1610;;Perera, Benet;;1535;;1610
Pererius, Benet, 1535-1610;;Pererius, Benet;;1535;;1610
Perica, Petar, 1881-1944;;Perica, Petar;;1881;;1944
Perpiña, Pedro Juan, 1530-1566;;Perpiña, Pedro Juan;;1530;;1566
Perpiña, Pedro Juan, 1530-1566;;Perpiña, Pedro Juan;;1530;;1566
Perpiñán, Pedro Juan, 1530-1566;;Perpiñán, Pedro Juan;;1530;;1566
Perramás, José, active c.1793;;Perramás, José;;active c.1793;;
Perret, Jodocus, 1633-1707;;Perret, Jodocus;;1633;;1707
Perrone, Giovanni, 1794-1876;;Perrone, Giovanni;;1794;;1876
Perry, Stephen Joseph, 1833-1889;;Perry, Stephen Joseph;;1833;;1889
Persons, Robert, 1545-1610;;Persons, Robert;;1545;;1610
Persons, Robert, 1546-1610;;Persons, Robert;;1546;;1610
Pesch, Heinrich, 1854-1926;;Pesch, Heinrich;;1854;;1926
Petit, Louis, 1868-1927;;Petit, Louis;;1868;;1927
Pérez Alonso, Manuel Ignacio, 1916-2007;;Pérez Alonso, Manuel Ignacio;;1916;;2007
Pérez de Ribas, Andrés, 1576-1655;;Pérez de Ribas, Andrés;;1576;;1655
Pérez, Antonio, 1599-1649;;Pérez, Antonio;;1599;;1649
Pfab, Cajetan, 1724-1780;;Pfab, Cajetan;;1724;;1780
Pfefferkorn, Ignaz, 1726-1798;;Pfefferkorn, Ignaz;;1726;;1798
Pfitzer, Kaspar, 1714-1790;;Pfitzer, Kaspar;;1714;;1790
Phoktavi, Jub, 1957-;;Phoktavi, Jub;;1957;;
Piani, Giulio, c.1537-1605;;Piani, Giulio;;c.1537;;1605
Pichler, Ludwig, 1915-;;Pichler, Ludwig;;1915;;
Pieris, Aloysius, 1934-;;Pieris, Aloysius;;1934;;
Pierron, Jean, 1631-1700;;Pierron, Jean;;1631;;1700
Pies, Otto, 1901-1960;;Pies, Otto;;1901;;1960
Pignatelli, José, Saint, 1737-1811;;Pignatelli, José, Saint;;1737;;1811
Pignatelli, José, Saint, 1737-1811;;Pignatelli, José, Saint;;1737;;1811
Pilatus, Jan, 1626-1689;;Pilatus, Jan;;1626;;1689
Pilippen, Antun, active 18th century;;Pilippen, Antun;;active 18th century;;
Pin, Emile Jean, 1921-2006;;Pin, Emile Jean;;1921;;2006
Pina, Francisco de, 1585-1625;;Pina, Francisco de;;1585;;1625
Pineda, Juan de, 1558-1637;;Pineda, Juan de;;1558;;1637
Pinheiro, Manuel, active 16th-17th century;;Pinheiro, Manuel;;active 16th;;17th century
Pinto, António Oliveira, 1868-1933;;Pinto, António Oliveira;;1868;;1933
Pinto, António Vaz, 1942-;;Pinto, António Vaz;;1942;;
Pinto, Manuel, 1916-1958;;Pinto, Manuel;;1916;;1958
Pires, Francisco, 1563-1632;;Pires, Francisco;;1563;;1632
Piña Batllevell, Joaquín, 1930-2013;;Piña Batllevell, Joaquín;;1930;;2013
Planckaert, Emile, 1906-2007;;Planckaert, Emile;;1906;;2007
Plaza, Juan de la, 1527-1602;;Plaza, Juan de la;;1527;;1602
Plazaola, Juan, 1919-2005;;Plazaola, Juan;;1919;;2005
Plowden, Charles, 1743-1821;;Plowden, Charles;;1743;;1821
Poggi, Vinzenzo, 1928-2016;;Poggi, Vinzenzo;;1928;;2016
Poglajen, Stjepan Tomislav, 1906-1990;;Poglajen, Stjepan Tomislav;;1906;;1990
Point, Nicolas, 1799-1868;;Point, Nicolas;;1799;;1868
Poirters, Adrien, 1605-1674;;Poirters, Adrien;;1605;;1674
Polanco, Juan Alfonse de, 1517-1576;;Polanco, Juan Alfonse de;;1517;;1576
Polanco, Juan Alfonso de, 1516-1577;;Polanco, Juan Alfonso de;;1516;;1577
Polanco, Juan Alfonso de, 1517-1576;;Polanco, Juan Alfonso de;;1517;;1576
Polgár, László, 1920-2001;;Polgár, László;;1920;;2001
Pollen, John Hungerford, 1858-1925;;Pollen, John Hungerford;;1858;;1925
Pomey, François, 1618-1673;;Pomey, François;;1618;;1673
Pomey, François, 1618-1673;;Pomey, François;;1618;;1673
Pomey, François-Antoine, 1618-1673;;Pomey, François-Antoine;;1618;;1673
Poncelet, Bernard, 1861-1912;;Poncelet, Bernard;;1861;;1912
Pongrácz, István, 1582-1619;;Pongrácz, István;;1582;;1619
Pons, Jean Francois, 1688-1752;;Pons, Jean Francois;;1688;;1752
Pontanus, Jacob, 1542-1626;;Pontanus, Jacob;;1542;;1626
Poole, Anthony, 1629-1692;;Poole, Anthony;;1629;;1692
Pope Francis, 1936-;;Pope Francis;;1936;;
Popiel, Jan, 1914-2003;;Popiel, Jan;;1914;;2003
Porée, Charles, 1676-1741;;Porée, Charles;;1676;;1741
Possevino, Antonio, 1533 or 1534-1611;;Possevino, Antonio;;1533 or 1534;;1611
Possevino, Antonio, 1533-1611;;Possevino, Antonio;;1533;;1611
Potron, Maurice, 1872-1942;;Potron, Maurice;;1872;;1942
Poulain, Augustin, 1836-1919;;Poulain, Augustin;;1836;;1919
Pounde, Thomas, 1539-1615;;Pounde, Thomas;;1539;;1615
Poussines, Pierre, 1609-1686;;Poussines, Pierre;;1609;;1686
Pozo Sánchez, Cándido, 1925-2011;;Pozo Sánchez, Cándido;;1925;;2011
Pozzo, Andrea, 1642-1709;;Pozzo, Andrea;;1642;;1709
Prado, Jerónimo de, 1547-1595;;Prado, Jerónimo de;;1547;;1595
Pray, György, 1723-1801;;Pray, György;;1723;;1801
Premare, Joseph Henri Marie de, 1666-1736;;Premare, Joseph Henri Marie de;;1666;;1736
Prendergast, Terrence, 1944-;;Prendergast, Terrence;;1944;;
Priego, Antonio López de, 1730-1802;;Priego, Antonio López de;;1730;;1802
Prier, Karl, 1937-;;Prier, Karl;;1937;;
Pro Juárez, Miguel Agustín, 1891-1927;;Pro Juárez, Miguel Agustín;;1891;;1927
Pro Juárez, Miguel Agustín, Saint, 1891-1927;;Pro Juárez, Miguel Agustín, Saint;;1891;;1927
Pro Juárez, Miguel Agustín, 1891-1927;;Pro Juárez, Miguel Agustín;;1891;;1927
Procès, Edmond, 1847-1927;;Procès, Edmond;;1847;;1927
Profittlich, Eduard, 1890-1942;;Profittlich, Eduard;;1890;;1942
Provana, Antonio Francesco Giuseppe, 1662-1720;;Provana, Antonio Francesco Giuseppe;;1662;;1720
Przywara, Erich, 1889-1972;;Przywara, Erich;;1889;;1972
Pubička, František, 1722-1807;;Pubička, František;;1722;;1807
Puente, Luís de la, 1554-1624;;Puente, Luís de la;;1554;;1624
Pujiula, Jaime, 1869-1958;;Pujiula, Jaime;;1869;;1958
Puybaudet, Jean de, 1917-1996;;Puybaudet, Jean de;;1917;;1996
Pyszka, Stanisław, active in 20th-21st century;;Pyszka, Stanisław;;active in 20th-21st century;;
Páez, Pedro, 1564-1622;;Páez, Pedro;;1564;;1622
Pázmány, Péter, 1570-1637;;Pázmány, Péter;;1570;;1637
Pérez, Alonso;;Pérez, Alonso;;;;
Pérez, Francisco, 1514-1583;;Pérez, Francisco;;1514;;1583
Pétau, Denis, 1583-1652;;Pétau, Denis;;1583;;1652
Queirós, Fernão de, 1618-1688;;Queirós, Fernão de;;1618;;1688
Querck, Ignaz, 1660-1743;;Querck, Ignaz;;1660;;1743
Quintanadueñas, Antonio de, 1599-1651;;Quintanadueñas, Antonio de;;1599;;1651
Quintanadueñas, Juan de, 1556-1634;;Quintanadueñas, Juan de;;1556;;1634
Raaijmakers, Charles, 1871-1954;;Raaijmakers, Charles;;1871;;1954
Rademaker, Carlos João, 1828-1885;;Rademaker, Carlos João;;1828;;1885
Rader, Matthäus, 1561-1634;;Rader, Matthäus;;1561;;1634
Rader, Matthäus, 1561-1634;;Rader, Matthäus;;1561;;1634
Radermakers, Jean, active 20th-21st century;;Radermakers, Jean;;active 20th-21st century;;
Raffo, Giuliano, 1926-2013;;Raffo, Giuliano;;1926;;2013
Ragueneau, François, b.1597;;Ragueneau, François;;b.1597;;
Ragueneau, Paul, 1608-1680;;Ragueneau, Paul;;1608;;1680
Raguin, Yves, 1912-1998;;Raguin, Yves;;1912;;1998
Rahner, Hugo, 1900-1968;;Rahner, Hugo;;1900;;1968
Rahner, Karl, 1904-1984;;Rahner, Karl;;1904;;1984
Raile, Jacob, 1894-1949;;Raile, Jacob;;1894;;1949
Ralibera, Rémy, 1926-;;Ralibera, Rémy;;1926;;
Ramière, Henri, 1821-1884;;Ramière, Henri;;1821;;1884
Ramírez, Rafael;;Ramírez, Rafael;;;;
Rapin, René, 1621-1687;;Rapin, René;;1621;;1687
Rapin, René, 1621-1687;;Rapin, René;;1621;;1687
Rasles, Sébastien, 1657-1724;;Rasles, Sébastien;;1657;;1724
Rasles, Sébastien, 1657-1724;;Rasles, Sébastien;;1657;;1724
Raudot, Antoine Denis, 1679-1737;;Raudot, Antoine Denis;;1679;;1737
Rauscher, Anton, 1928-;;Rauscher, Anton;;1928;;
Rauscher, Johann Andreas, 1676-1702;;Rauscher, Johann Andreas;;1676;;1702
Ravalli, Anthony, 1812-1884;;Ravalli, Anthony;;1812;;1884
Realino, Bernardino, Saint, 1530-1616;;Realino, Bernardino, Saint;;1530;;1616
Reese, Thomas, 1945-;;Reese, Thomas;;1945;;
Regis, Jean Baptiste, 1664-1738;;Regis, Jean Baptiste;;1664;;1738
Regnon, Théodore de, 1831-1893;;Regnon, Théodore de;;1831;;1893
Regout, Robert, 1896-1942;;Regout, Robert;;1896;;1942
Reichling, Anton, 1898-1986;;Reichling, Anton;;1898;;1986
Reiffenberg, Friedrich von, 1719-1764;;Reiffenberg, Friedrich von;;1719;;1764
Reiffenstuhl, Ignaz, 1664-1720;;Reiffenstuhl, Ignaz;;1664;;1720
Reittemberger, Franz, 1736-1767;;Reittemberger, Franz;;1736;;1767
Remusat, Abel, 1788-1832;;Remusat, Abel;;1788;;1832
Renczes, Philipp Gabriel, 1964-;;Renczes, Philipp Gabriel;;1964;;
Renner, Louis, 1926-2005;;Renner, Louis;;1926;;2005
Requeno y Vives, Vicente, 1743-1811;;Requeno y Vives, Vicente;;1743;;1811
Requeno, Vicente, 1743-1811;;Requeno, Vicente;;1743;;1811
Restivo, Paulo, 1658-1741;;Restivo, Paulo;;1658;;1741
Retz, Franz, 1673-1750;;Retz, Franz;;1673;;1750
Revol, Henri, 1904-1992;;Revol, Henri;;1904;;1992
Rey, Anthony, 1807-1847;;Rey, Anthony;;1807;;1847
Régis, Jean François, Saint, 1597-1640;;Régis, Jean François, Saint;;1597;;1640
Rho, Giacomo, 1592-1638;;Rho, Giacomo;;1592;;1638
Rhodes, Alexandre de, 1591-1660;;Rhodes, Alexandre de;;1591;;1660
Ribadeneyra, Pedro de, 1526-1611;;Ribadeneyra, Pedro de;;1526;;1611
Ribeiro, Stephen [stationed in Goa in 1590];;Ribeiro, Stephen;;;;
Riccati, Vincenzo, 1707-1775;;Riccati, Vincenzo;;1707;;1775
Ricci, Lorenzo, 1703-1775;;Ricci, Lorenzo;;1703;;1775
Ricci, Matteo, 1552-1610;;Ricci, Matteo;;1552;;1610
Ricci, Vittorio Giovanni Battista, 1621-1685;;Ricci, Vittorio Giovanni Battista;;1621;;1685
Riccioli, Giovanni Battista, 1598-1671;;Riccioli, Giovanni Battista;;1598;;1671
Richard, Jean D'Auteuil, 1906-2002;;Richard, Jean D'Auteuil;;1906;;2002
Richard, Jean-Auteuil, 1906-2002;;Richard, Jean-Auteuil;;1906;;2002
Richardson, William, 1920-;;Richardson, William;;1920;;
Richaud, Jean, 1633-1690;;Richaud, Jean;;1633;;1690
Richeome, Louis, 1544-1625;;Richeome, Louis;;1544;;1625
Richeôme, Louis, 1544-1625;;Richeôme, Louis;;1544;;1625
Richter, Vladimir, 1925-2013;;Richter, Vladimir;;1925;;2013
Ridolfo, Edigio, 1951-2013;;Ridolfo, Edigio;;1951;;2013
Rieger, Christian, 1714-1780;;Rieger, Christian;;1714;;1780
Rieu, Robertus du, 1602-1658;;Rieu, Robertus du;;1602;;1658
Rigoleuc, Jean, 1596-1658;;Rigoleuc, Jean;;1596;;1658
Rimaud, Didier, 1922-2003;;Rimaud, Didier;;1922;;2003
Rincón, Antonio, 1555-1601;;Rincón, Antonio;;1555;;1601
Ripa, Matteo, 1682-1746;;Ripa, Matteo;;1682;;1746
Risco, Alberto, 1873-1937;;Risco, Alberto;;1873;;1937
Roa, Martín de, 1559-1637;;Roa, Martín de;;1559;;1637
Roa, Martín de, 1561-1637;;Roa, Martín de;;1561;;1637
Roa, Martín de, c.1560-1637;;Roa, Martín de;;c.1560;;1637
Robinet, Pedro, 1652-1738;;Robinet, Pedro;;1652;;1738
Rocha, João da, 1565-1623;;Rocha, João da;;1565;;1623
Rochemonteix, Camille de, 1834-1923;;Rochemonteix, Camille de;;1834;;1923
Rodrigues, João, 1558-1633;;Rodrigues, João;;1558;;1633
Rodrigues, João, 1558-1633;;Rodrigues, João;;1558;;1633
Rodrigues, Manuel, 1534-1596;;Rodrigues, Manuel;;1534;;1596
Rodrigues, Simão, 1510-1579;;Rodrigues, Simão;;1510;;1579
Rodriguez, Eduardo, 1901-1985;;Rodriguez, Eduardo;;1901;;1985
Rodríguez, Alfonso, 1538-1616;;Rodríguez, Alfonso;;1538;;1616
Rodríguez, Alfonso, Saint, 1531-1617;;Rodríguez, Alfonso, Saint;;1531;;1617
Rodríguez, Afonso, 1598-1628;;Rodríguez, Afonso;;1598;;1628
Rodríguez, Alfonso, 1538-1616;;Rodríguez, Alfonso;;1538;;1616
Rodríguez, Alonso, Saint, 1532-1617;;Rodríguez, Alonso, Saint;;1532;;1617
Rodríguez, Andrés, c.1556-1617;;Rodríguez, Andrés;;c.1556;;1617
Roest Crollius, Ary A., 1933-;;Roest Crollius, Ary A.;;1933;;
Rogacci, Benedetto, 1646-1719;;Rogacci, Benedetto;;1646;;1719
Rogaliński, Józef, 1728-1802;;Rogaliński, Józef;;1728;;1802
Rogers, Ted, active 20th-21st century;;Rogers, Ted;;active 20th-21st century;;
Rohr, João Alfredo, 1908-1984;;Rohr, João Alfredo;;1908;;1984
Romero, Oscar, 1917-1980;;Romero, Oscar;;1917;;1980
Román de la Higuera, Jerónimo, 1538-1611;;Román de la Higuera, Jerónimo;;1538;;1611
Roothaan, Jan Philipp , 1785-1853;;Roothaan, Jan Philipp ;;1785;;1853
Roothaan, Jan Philipp, 1785-1853;;Roothaan, Jan Philipp;;1785;;1853
Rosales, Diego de, c. 1601-1677;;Rosales, Diego de;;c. 1601;;1677
Rosario, Francis Xavier do (He Tianzhang), 1667-1736;;Rosario, Francis Xavier do (He Tianzhang);;1667;;1736
Rosignoli, Carlo Gregorio, 1631-1707;;Rosignoli, Carlo Gregorio;;1631;;1707
Rosny, Éric de, 1930-2012;;Rosny, Éric de;;1930;;2012
Rosweyde, Heribert, 1569-1629;;Rosweyde, Heribert;;1569;;1629
Roth, Heinrich, 1620-1668;;Roth, Heinrich;;1620;;1668
Roth, S.J., Heinrich;;Roth, S.J., Heinrich;;;;
Rougemont, François de, 1624-1676;;Rougemont, François de;;1624;;1676
Rousselot, Pierre, 1878-1915;;Rousselot, Pierre;;1878;;1915
Rousseve, Numa J., Jr., 1939-;;Rousseve, Numa J., Jr.;;1939;;
Rösch, Augustin, 1893-1961;;Rösch, Augustin;;1893;;1961
Ruben, Leonhard, 1551-1609;;Ruben, Leonhard;;1551;;1609
Rubino, Antonio, 1578-1643;;Rubino, Antonio;;1578;;1643
Rubio, Antonio, 1548-1615;;Rubio, Antonio;;1548;;1615
Rubio, José María, Saint, 1864-1929;;Rubio, José María, Saint;;1864;;1929
Rubiola, Girolamo, 1526-1571;;Rubiola, Girolamo;;1526;;1571
Rudomina, Andrzej, 1594-1632;;Rudomina, Andrzej;;1594;;1632
Rudomina, Andrzej, c.1595-1632;;Rudomina, Andrzej;;c.1595;;1632
Ruellan, Louis-Marie, 1846-1885;;Ruellan, Louis-Marie;;1846;;1885
Ruffing, Werner, 1928-1984;;Ruffing, Werner;;1928;;1984
Ruggieri, Michele, 1543-1607;;Ruggieri, Michele;;1543;;1607
Ruiz de Montoya, Antonio, 1585-1652;;Ruiz de Montoya, Antonio;;1585;;1652
Ruiz Suárez, Luis, 1913-2011;;Ruiz Suárez, Luis;;1913;;2011
Rumer, Gregor, 1570-1627;;Rumer, Gregor;;1570;;1627
Rutishauser, Christian, 1965-;;Rutishauser, Christian;;1965;;
Ryan, John, active in 20th century;;Ryan, John;;active in 20th century;;
Ryan, Patrick J., 1939-;;Ryan, Patrick J.;;1939;;
Ryan, Peter F., 1952-;;Ryan, Peter F.;;1952;;
Ryłło, Maksymilian, 1802-1848;;Ryłło, Maksymilian;;1802;;1848
Rávago, Francisco de, 1686-1763;;Rávago, Francisco de;;1686;;1763
Régis, Jean Baptiste, 1664-1738;;Régis, Jean Baptiste;;1664;;1738
Régis, Jean François, Saint, 1597-1640;;Régis, Jean François, Saint;;1597;;1640
Saccheri, Girolamo, 1667-1733;;Saccheri, Girolamo;;1667;;1733
Sacchini, Francesco, 1570-1625;;Sacchini, Francesco;;1570;;1625
Sachs, John Randall, 1948-;;Sachs, John Randall;;1948;;
Sadeleer, Frans de, 1844-1922;;Sadeleer, Frans de;;1844;;1922
Sailer, Johann Michael, 1751-1832;;Sailer, Johann Michael;;1751;;1832
Sailly, Thomas, 1553-1623;;Sailly, Thomas;;1553;;1623
Saint-Vincent, Grégoire de, 1584-1667;;Saint-Vincent, Grégoire de;;1584;;1667
Sajgó, Szabolcs, 1951-;;Sajgó, Szabolcs;;1951;;
Sakač, Stjepan Krizin, 1890-1973;;Sakač, Stjepan Krizin;;1890;;1973
Salazar, Fernando Quirino de, 1545-1646;;Salazar, Fernando Quirino de;;1545;;1646
Saldanha, Antonio de, 1598-1663;;Saldanha, Antonio de;;1598;;1663
Salinero, Valentín, 1840-1913;;Salinero, Valentín;;1840;;1913
Salmerón, Alfonso, 1515-1585;;Salmerón, Alfonso;;1515;;1585
Sambiasi, Francesco, 1582-1649;;Sambiasi, Francesco;;1582;;1649
Samir, Khalil, 1938-;;Samir, Khalil;;1938;;
San Vitores, Diego Luis de, 1627-1672;;San Vitores, Diego Luis de;;1627;;1672
San Vitores, Diego Luis de, Saint, 1627-1672;;San Vitores, Diego Luis de, Saint;;1627;;1672
Sande, Diogo de, d.1600;;Sande, Diogo de;;;;d.1600
Sanders, Jan P. N., active 19th century;;Sanders, Jan P. N.;;active 19th century;;
Sandoval, Alonso de, 1576-1652;;Sandoval, Alonso de;;1576;;1652
Sanson, Henri, 1917-2010;;Sanson, Henri;;1917;;2010
Santa Cruz, Diego de, 1518-1594;;Santa Cruz, Diego de;;1518;;1594
Santi, Leone, 1585-1651;;Santi, Leone;;1585;;1651
Santiago, Juan de;;Santiago, Juan de;;;;
Santo Tomás, Juan de, 1589-1644;;Santo Tomás, Juan de;;1589;;1644
Santuc, Vicente, 1936-2011;;Santuc, Vicente;;1936;;2011
Sanz, Emmanuele, 1646-1719;;Sanz, Emmanuele;;1646;;1719
Sarbiewski, Maciej Kazimierz, 1595-1640;;Sarbiewski, Maciej Kazimierz;;1595;;1640
Sarpi, Paolo, 1552-1623;;Sarpi, Paolo;;1552;;1623
Sarreira, Raul Dias, 1889-1968;;Sarreira, Raul Dias;;1889;;1968
Saulaitis, Antanas Vytautas, 1939-;;Saulaitis, Antanas Vytautas;;1939;;
Sautermeister, Franz Xaver, 1725-1801;;Sautermeister, Franz Xaver;;1725;;1801
Saverio, Francesco, 1506-1552;;Saverio, Francesco;;1506;;1552
Sánchez, Alonso, active 1617-1634;;Sánchez, Alonso;;active 1617;;1634
